1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.1990892613729984,0.21225602540481434,0.635491843796342
0,0,1,0,0,1,0,0.2106719915689048,0.19533239038189532,0.6225143522755637
1,0,0,1,1,1,0,0.03956664377813382,0.023107245492230616,0.2553088680348923
0,0,1,0,0,0,1,0.36449948400412796,0.2847117794486216,0.6178092289547398
0,1,0,1,0,1,0,0.13004089336269267,0.12262591311034217,0.49921533675858937
1,0,1,0,0,1,0,0.002544256753372474,0.002617111123860626,0.009825322539958346
1,0,0,1,0,1,0,0.1383461643869746,0.1930288760993597,0.5151007798290854
0,1,1,0,0,1,0,0.21164238026585963,0.2813719532779691,0.7646185069125888
1,0,0,1,0,1,0,0.17186135868488808,0.14403327391562684,0.7013935432758962
0,0,1,0,0,0,1,0.20820948826063918,0.27005790957197606,0.6069537568258796
